"name","age","position","marketvalue","otherclub","transferfee","season","club","transfertype"
"Frank Strandli","20","Centre Forward","-","Start","£245k",1992,"Leeds United","Arrivals"
"Kevin Sharp","18","Left-Back","-","AJ Auxerre","£63k",1992,"Leeds United","Arrivals"
"Scott Sellars","26","Midfield","-","Blackburn","?",1992,"Leeds United","Arrivals"
"Mark Beeney","25","Keeper","-","Brighton","?",1992,"Leeds United","Arrivals"
"Jamie Forrester","18","Left Wing","-","AJ Auxerre B","?",1992,"Leeds United","Arrivals"
"Mark Tinkler","17","Defence","-","Leeds United U18","-",1992,"Leeds United","Arrivals"
"Glynn Snodin","32","Left-Back","-","Rotherham","End of loan",1992,"Leeds United","Arrivals"
"Eric Cantona","26","Centre Forward","-","Manchester Utd.","£1.26m",1992,"Leeds United","Departures"
"Bobby Davison","33","Striker","-","Leicester City","£46k",1992,"Leeds United","Departures"
"Glynn Snodin","32","Left-Back","-","Heart of Midl.","Free transfer",1992,"Leeds United","Departures"
"John McClelland","36","Centre Back","-","St. Johnstone","?",1992,"Leeds United","Departures"
"Imre Varadi","33","Striker","-","Rotherham","?",1992,"Leeds United","Departures"
"Frank Strandli","20","Centre Forward","-","Start","Loan",1992,"Leeds United","Departures"
"Dean Saunders","28","Centre Forward","-","Liverpool","£2.00m",1992,"Aston Villa","Arrivals"
"Gareth Farrelly","16","Left Midfield","-","Home Farm","Free transfer",1992,"Aston Villa","Arrivals"
"Lee Williams","20","Midfield","-","Shrewsbury Town","End of loan",1992,"Aston Villa","Arrivals"
"Henrik Larsen","26","Attacking Midfield","-","Lyngby BK","?",1992,"Aston Villa","Arrivals"
"Ray Houghton","30","Central Midfield","-","Liverpool","?",1992,"Aston Villa","Arrivals"
"Frank McAvennie","32","Centre Forward","-","West Ham","?",1992,"Aston Villa","Arrivals"
"David Farrell","21","Midfield","-","Scunthorpe Utd.","End of loan",1992,"Aston Villa","Arrivals"
"Les Sealey †","35","Keeper","-","Birmingham","End of loan",1992,"Aston Villa","Arrivals"
"Martin Carruthers","20","Centre Forward","-","Hull City","End of loan",1992,"Aston Villa","Arrivals"
"Ian Olney","22","Striker","-","Oldham Athletic","£626k",1992,"Aston Villa","Departures"
"David Farrell","21","Midfield","-","Scunthorpe Utd.","Loan",1992,"Aston Villa","Departures"
"Martin Carruthers","20","Centre Forward","-","Hull City","Loan",1992,"Aston Villa","Departures"
"Les Sealey †","35","Keeper","-","Manchester Utd.","Free transfer",1992,"Aston Villa","Departures"
"Les Sealey †","35","Keeper","-","Birmingham","Loan",1992,"Aston Villa","Departures"
"Kent Nielsen","30","Centre Back","-","Aarhus GF","Free transfer",1992,"Aston Villa","Departures"
"Lee Williams","19","Midfield","-","Shrewsbury Town","Loan",1992,"Aston Villa","Departures"
"Mark Robins","22","Centre Forward","-","Manchester Utd.","£700k",1992,"Norwich City","Arrivals"
"Gary Megson","33","Defensive Midfield","-","Manchester City","Free transfer",1992,"Norwich City","Arrivals"
"Mark Peters","19","Defence","-","Manchester City","Free transfer",1992,"Norwich City","Arrivals"
"Efan Ekoku","25","Centre Forward","-","Bournemouth","?",1992,"Norwich City","Arrivals"
"Mark Walton","23","Keeper","-","Wrexham","End of loan",1992,"Norwich City","Arrivals"
"Andy Johnson","18","Attacking Midfield","-","Norwich U18","-",1992,"Norwich City","Arrivals"
"Jamie Cureton","17","Centre Forward","-","Norwich U18","-",1992,"Norwich City","Arrivals"
"Darren Eadie","17","Left Wing","-","Norwich U18","-",1992,"Norwich City","Arrivals"
"Tim Sherwood","23","Central Midfield","-","Blackburn","£525k",1992,"Norwich City","Departures"
"Paul Blades","27","Right-Back","-","Wolves","£265k",1992,"Norwich City","Departures"
"Darren Beckford","25","Centre Forward","-","Oldham Athletic","£231k",1992,"Norwich City","Departures"
"Jason Minett","21","Defence","-","Exeter City","Free transfer",1992,"Norwich City","Departures"
"Adrian Pennock","21","Midfield","-","Bournemouth","£25k",1992,"Norwich City","Departures"
"Mark Walton","23","Keeper","-","Wrexham","Loan",1992,"Norwich City","Departures"
"Robert Fleck","26","Striker","-","Chelsea FC","?",1992,"Norwich City","Departures"
"Eddie McGoldrick","28","Right Wing","-","Crystal Palace","£893k",1993,"Arsenal FC","Arrivals"
"Paul Dickov","21","Striker","-","Brighton","End of loan",1993,"Arsenal FC","Arrivals"
"Paul Dickov","21","Striker","-","Luton Town","End of loan",1993,"Arsenal FC","Arrivals"
"Adrian Clarke","18","Midfield","-","Arsenal U21","-",1993,"Arsenal FC","Arrivals"
"Neil Heaney","22","Right Wing","-","Southampton FC","£266k",1993,"Arsenal FC","Departures"
"Paul Dickov","21","Striker","-","Brighton","Loan",1993,"Arsenal FC","Departures"
"Paul Dickov","20","Striker","-","Luton Town","Loan",1993,"Arsenal FC","Departures"
"Pal Lydersen","28","Defence","-","Start","?",1993,"Arsenal FC","Departures"
"Colin Pates","31","Centre Back","-","Brighton","?",1993,"Arsenal FC","Departures"
"David O'Leary","35","Centre Back","-","Leeds","?",1993,"Arsenal FC","Departures"
"Jimmy Carter","27","Midfield","-","Oxford United","Loan",1993,"Arsenal FC","Departures"
"Gavin Peacock","26","Midfield","-","Newcastle","£1.19m",1993,"Chelsea FC","Arrivals"
"Jakob Kjeldbjerg","23","Centre Back","-","Silkeborg IF","£336k",1993,"Chelsea FC","Arrivals"
"Dmitri Kharin","24","Keeper","-","CSKA Moscow","Free transfer",1993,"Chelsea FC","Arrivals"
"Andy Dow","20","Defence","-","Dundee FC","?",1993,"Chelsea FC","Arrivals"
"Mark Stein","27","Centre Forward","-","Stoke City","?",1993,"Chelsea FC","Arrivals"
"Glenn Hoddle","35","Attacking Midfield","-","Swindon Town","?",1993,"Chelsea FC","Arrivals"
"Anthony Barness","20","Right-Back","-","Middlesbrough","End of loan",1993,"Chelsea FC","Arrivals"
"Nick Colgan","20","Keeper","-","Crewe Alexandra","End of loan",1993,"Chelsea FC","Arrivals"
"Michael Duberry","17","Centre Back","-","Chelsea U18","-",1993,"Chelsea FC","Arrivals"
"Steve Livingstone","24","Centre Forward","-","Port Vale FC","End of loan",1993,"Chelsea FC","Arrivals"
"Kevin Hitchcock","30","Keeper","-","West Ham","End of loan",1993,"Chelsea FC","Arrivals"
"Andy Townsend","29","Central Midfield","-","Aston Villa","£1.68m",1993,"Chelsea FC","Departures"
"Graham Stuart","22","Midfield","-","Everton","£893k",1993,"Chelsea FC","Departures"
"Ian Pearce","19","Centre Back","-","Blackburn","£315k",1993,"Chelsea FC","Departures"
"Damian Matthew","23","Midfield","-","Crystal Palace","£131k",1993,"Chelsea FC","Departures"
"Steve Livingstone","24","Centre Forward","-","Grimsby Town","£105k",1993,"Chelsea FC","Departures"
"Nick Colgan","19","Keeper","-","Crewe Alexandra","Loan",1993,"Chelsea FC","Departures"
"Anthony Barness","20","Right-Back","-","Middlesbrough","Loan",1993,"Chelsea FC","Departures"
"Steve Livingstone","23","Centre Forward","-","Port Vale FC","Loan",1993,"Chelsea FC","Departures"
"Ian Marshall","27","Centre Forward","-","Oldham Athletic","£788k",1993,"Ipswich Town","Arrivals"
"Paul Mason","29","Midfield","-","Aberdeen FC","?",1993,"Ipswich Town","Arrivals"
"Leo Cotterell","19","Centre Back","-","Ipswich U21","-",1993,"Ipswich Town","Arrivals"
"Neil Gregory","21","Centre Forward","-","Chesterfield FC","End of loan",1993,"Ipswich Town","Arrivals"
"Jason Dozzell","25","Midfield","-","Spurs","£1.68m",1993,"Ipswich Town","Departures"
"Neil Gregory","21","Centre Forward","-","Chesterfield FC","Loan",1993,"Ipswich Town","Departures"
"Steve Whitton","33","Striker","-","Colchester Utd.","£9k",1993,"Ipswich Town","Departures"
"Vlado Bozinoski","29","Central Midfield","-","Paços Ferreira","?",1993,"Ipswich Town","Departures"
"Andrew Cole","22","Centre Forward","-","Bristol City","£1.89m",1993,"Newcastle United","Arrivals"
"Peter Beardsley","32","Centre Forward","-","Everton","£1.19m",1993,"Newcastle United","Arrivals"
"Malcolm Allen","26","Striker","-","Millwall","£245k",1993,"Newcastle United","Arrivals"
"Nikodemos Papavasiliou","22","Left Wing","-","OFI Kreta","£126k",1993,"Newcastle United","Arrivals"
"Chris Holland","18","Central Midfield","-","Preston NE","£83k",1993,"Newcastle United","Arrivals"
"Steve Harper","18","Keeper","-","Seaham Red Star","Free transfer",1993,"Newcastle United","Arrivals"
"John Burridge","41","Keeper","-","Hibernian FC","Free transfer",1993,"Newcastle United","Arrivals"
"Scott Sellars","27","Midfield","-","Leeds","?",1993,"Newcastle United","Arrivals"
"Alex Mathie","24","Centre Forward","-","Morton","?",1993,"Newcastle United","Arrivals"
"Michael Jeffrey","21","Centre Forward","-","Doncaster Rov.","?",1993,"Newcastle United","Arrivals"
"Mike Hooper","29","Keeper","-","Liverpool","?",1993,"Newcastle United","Arrivals"
"Brian Reid","23","Centre Back","-","Rangers","Loan",1993,"Newcastle United","Arrivals"
"Alun Armstrong","18","Centre Forward","-","Newcastle U18","-",1993,"Newcastle United","Arrivals"
"Matty Appleby","22","Midfield","-","Darlington","End of loan",1993,"Newcastle United","Arrivals"
"Gavin Peacock","26","Midfield","-","Chelsea FC","£1.19m",1993,"Newcastle United","Departures"
"Kevin Scott","27","Defence","-","Spurs","£770k",1993,"Newcastle United","Departures"
"Tommy Wright","29","Keeper","-","Nottm Forest","£473k",1993,"Newcastle United","Departures"
"Alan Thompson","19","Left Midfield","-","Bolton","£263k",1993,"Newcastle United","Departures"
"Brian Kilcline","31","Defence","-","Swindon Town","£79k",1993,"Newcastle United","Departures"
"John Burridge","41","Keeper","-","Scarbor. FC","Free transfer",1993,"Newcastle United","Departures"
"Matty Appleby","21","Midfield","-","Darlington","Loan",1993,"Newcastle United","Departures"
"Bjørn Kristensen","29","Defence","-","Portsmouth FC","?",1993,"Newcastle United","Departures"
"Kevin Sheedy","33","Midfield","-","Blackpool","?",1993,"Newcastle United","Departures"
"Brian Reid","23","Centre Back","-","Rangers","End of loan",1993,"Newcastle United","Departures"
"Gavin Maguire","25","Centre Back","-","Portsmouth FC","End of loan",1993,"Newcastle United","Departures"
"Roy Keane","21","Defensive Midfield","-","Nottm Forest","£5.95m",1993,"Manchester United","Arrivals"
"Christopher Casper","18","Defence","-","Man Utd U18","-",1993,"Manchester United","Arrivals"
"David Beckham","18","Central Midfield","-","Man Utd U18","-",1993,"Manchester United","Arrivals"
"Robbie Savage","18","Central Midfield","-","Man Utd U18","-",1993,"Manchester United","Arrivals"
"Simon Davies","19","Midfield","-","Exeter City","End of loan",1993,"Manchester United","Arrivals"
"Paul Scholes","18","Central Midfield","-","Man Utd U18","-",1993,"Manchester United","Arrivals"
"Neil Whitworth","21","Centre Back","-","Rotherham","End of loan",1993,"Manchester United","Arrivals"
"Keith Gillespie","18","Right Wing","-","Wigan","End of loan",1993,"Manchester United","Arrivals"
"Keith Gillespie","18","Right Wing","-","Man Utd U18","-",1993,"Manchester United","Arrivals"
"Nicky Butt","18","Central Midfield","-","Man Utd U18","-",1993,"Manchester United","Arrivals"
"Neil Whitworth","21","Centre Back","-","Blackpool","End of loan",1993,"Manchester United","Arrivals"
"Darren Ferguson","21","Central Midfield","-","Wolves","£263k",1993,"Manchester United","Departures"
"Danny Wallace","29","Attacking Midfield","-","Birmingham","£210k",1993,"Manchester United","Departures"
"Brian Carey","25","Centre Back","-","Leicester City","£205k",1993,"Manchester United","Departures"
"Neil Whitworth","21","Centre Back","-","Rotherham","Loan",1993,"Manchester United","Departures"
"Keith Gillespie","18","Right Wing","-","Wigan","Loan",1993,"Manchester United","Departures"
"Neil Whitworth","21","Centre Back","-","Blackpool","Loan",1993,"Manchester United","Departures"
"Gary Walsh","25","Keeper","-","Oldham Athletic","Loan",1993,"Manchester United","Departures"
"Simon Davies","19","Midfield","-","Exeter City","Loan",1993,"Manchester United","Departures"
"Peter Beardsmore","24","Midfield","-","Bournemouth","?",1993,"Manchester United","Departures"
"Lee Martin","25","Left-Back","-","Celtic","?",1993,"Manchester United","Departures"
"Mick Harford","34","Centre Forward","-","Sunderland","£158k",1993,"Coventry City","Arrivals"
"Paul Williams","23","Defence","-","Stockport","£130k",1993,"Coventry City","Arrivals"
"Julian Darby","25","Midfield","-","Bolton","£126k",1993,"Coventry City","Arrivals"
"Steve Morgan","24","Left-Back","-","Plymouth Argyle","£95k",1993,"Coventry City","Arrivals"
"John Gayle","29","Striker","-","Birmingham","£84k",1993,"Coventry City","Arrivals"
"Ally Pickering","26","Defence","-","Rotherham","£70k",1993,"Coventry City","Arrivals"
"Leigh Jenkinson","23","Midfield","-","Hull City","?",1993,"Coventry City","Arrivals"
"Andrew Ducros","15","Striker","-","Unknown","?",1993,"Coventry City","Arrivals"
"Zbigniew Kruszyński","32","Defence","-","Brentford","?",1993,"Coventry City","Arrivals"
"Willie Boland","17","Central Midfield","-","Coventry U18","-",1993,"Coventry City","Arrivals"
"Paul Williams","24","Defence","-","West Brom","End of loan",1993,"Coventry City","Arrivals"
"Leigh Jenkinson","24","Midfield","-","Birmingham","End of loan",1993,"Coventry City","Arrivals"
"Peter Billing","28","Centre Back","-","Port Vale FC","End of loan",1993,"Coventry City","Arrivals"
"Andy Pearce","27","Defence","-","Sheff Wed","£420k",1993,"Coventry City","Departures"
"Terry Fleming","20","Midfield","-","Northampt. Town","Free transfer",1993,"Coventry City","Departures"
"Paul Williams","24","Defence","-","West Brom","Loan",1993,"Coventry City","Departures"
"Billy Woods","19","Left Midfield","-","Cork City","Free transfer",1993,"Coventry City","Departures"
"Chris Greenman","24","Defence","-","Peterborough","Free transfer",1993,"Coventry City","Departures"
"Steve Williams","18","Keeper","-","Cardiff","Free transfer",1993,"Coventry City","Departures"
"Peter Billing","28","Centre Back","-","Port Vale FC","£28k",1993,"Coventry City","Departures"
"Cobi Jones","23","Right Wing","-","Vasco","?",1993,"Coventry City","Departures"
"Zbigniew Kruszyński","33","Defence","-","Peterborough","?",1993,"Coventry City","Departures"
"Kevin Gallacher","26","Striker","-","Blackburn","?",1993,"Coventry City","Departures"
"Brian Borrows","32","Right-Back","-","Bristol City","Loan",1993,"Coventry City","Departures"
"Craig Middleton","22","Midfield","-","Cambridge Utd.","?",1993,"Coventry City","Departures"
"Micky Gynn","31","Midfield","-","Stoke City","?",1993,"Coventry City","Departures"
"Kenny Sansom","34","Left-Back","-","End of career","-",1993,"Coventry City","Departures"
"Marcus Gayle","23","Centre Forward","-","Brentford","£263k",1993,"Wimbledon FC","Arrivals"
"Alan Kimble","26","Defence","-","Cambridge Utd.","£147k",1993,"Wimbledon FC","Arrivals"
"Gary Blissett","29","Centre Forward","-","Brentford","?",1993,"Wimbledon FC","Arrivals"
"Aidan Newhouse","22","Striker","-","Port Vale FC","End of loan",1993,"Wimbledon FC","Arrivals"
"Greg Berry","23","Midfield","-","Millwall","£175k",1993,"Wimbledon FC","Departures"
"Steve Cotterill","29","Striker","-","Bournemouth","£71k",1993,"Wimbledon FC","Departures"
"Aidan Newhouse","21","Striker","-","Port Vale FC","Loan",1993,"Wimbledon FC","Departures"
"Terry Gibson","30","Striker","-","Peterborough","?",1993,"Wimbledon FC","Departures"
"Steve Finnan","17","Right-Back","-","Welling","?",1993,"Wimbledon FC","Departures"
"Andy Sinton","27","Left Midfield","-","QPR","£2.35m",1993,"Sheffield Wednesday","Arrivals"
"Des Walker","27","Right-Back","-","Sampdoria","£2.10m",1993,"Sheffield Wednesday","Arrivals"
"Andy Pearce","27","Defence","-","Coventry City","£420k",1993,"Sheffield Wednesday","Arrivals"
"Simon Coleman","25","Defence","-","Derby","£267k",1993,"Sheffield Wednesday","Arrivals"
"Nigel Jemson","24","Striker","-","Grimsby Town","End of loan",1993,"Sheffield Wednesday","Arrivals"
"Paul Warhurst","23","Centre Back","-","Blackburn","£2.63m",1993,"Sheffield Wednesday","Departures"
"Peter Shirtliff","32","Centre Back","-","Wolves","£201k",1993,"Sheffield Wednesday","Departures"
"Nigel Jemson","24","Striker","-","Grimsby Town","Loan",1993,"Sheffield Wednesday","Departures"
"Viv Anderson","36","Right-Back","-","Barnsley FC","?",1993,"Sheffield Wednesday","Departures"
"Phil King","25","Defence","-","Notts County","Loan",1993,"Sheffield Wednesday","Departures"
"Steve Yates","23","Defence","-","Bristol Rovers","£574k",1993,"Queens Park Rangers","Arrivals"
"Trevor Sinclair","20","Left Midfield","-","Blackpool","?",1993,"Queens Park Rangers","Arrivals"
"Danny Dichio","19","Centre Forward","-","Barnet","End of loan",1993,"Queens Park Rangers","Arrivals"
"Dennis Bailey","28","Striker","-","Charlton","End of loan",1993,"Queens Park Rangers","Arrivals"
"Dennis Bailey","28","Striker","-","Watford","End of loan",1993,"Queens Park Rangers","Arrivals"
"Alan McCarthy","22","Defence","-","Watford","End of loan",1993,"Queens Park Rangers","Arrivals"
"Danny Dichio","18","Centre Forward","-","QPR U18","-",1993,"Queens Park Rangers","Arrivals"
"Alan McCarthy","22","Defence","-","Plymouth Argyle","End of loan",1993,"Queens Park Rangers","Arrivals"
"Andy Sinton","27","Left Midfield","-","Sheff Wed","£2.35m",1993,"Queens Park Rangers","Departures"
"Dennis Bailey","27","Striker","-","Charlton","Loan",1993,"Queens Park Rangers","Departures"
"Garry Thompson","33","Striker","-","Cardiff","Free transfer",1993,"Queens Park Rangers","Departures"
"Alan McCarthy","22","Defence","-","Plymouth Argyle","Loan",1993,"Queens Park Rangers","Departures"
"Alan McCarthy","21","Defence","-","Watford","Loan",1993,"Queens Park Rangers","Departures"
"Danny Dichio","18","Centre Forward","-","Barnet","Loan",1993,"Queens Park Rangers","Departures"
